,bus,p_nom,type,control,weather_cell_id,subtype,voltage_level,id,subst_id,la_id,geom,mvlv_subst_id,geom_em,p
Generator_LVGrid_97727_solar_1803492,BranchTee_mvgd_1056_lvgd_97727_52,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7971375242434 50.0973772212675),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97905_solar_1803493,BranchTee_mvgd_1056_lvgd_97905_8,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68687.0,POINT(10.8345135850801 50.0768784453452),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98952_solar_1803494,BranchTee_mvgd_1056_lvgd_98952_108,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69383.0,POINT(10.7587517576498 50.1003365649118),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97255_solar_1803495,BranchTee_mvgd_1056_lvgd_97255_76,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,68232.0,POINT(10.6751557504156 50.1188450992305),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102249_solar_1803496,BranchTee_mvgd_1056_lvgd_102249_6,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,70848.0,POINT(10.7385404752108 50.1490234620542),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_109034_solar_1803497,BranchTee_mvgd_1056_lvgd_109034_32,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,73813.0,POINT(10.8057818831643 50.0298782843301),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_99144_solar_1803498,BranchTee_mvgd_1056_lvgd_99144_18,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69524.0,POINT(10.7336175708647 50.1018497534518),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97725_solar_1803499,BranchTee_mvgd_1056_lvgd_97725_54,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7942530079987 50.0920023511695),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98548_solar_1803500,BranchTee_mvgd_1056_lvgd_98548_1,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69121.0,POINT(10.8273739548595 50.0679387297651),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97735_solar_1803501,BranchTee_mvgd_1056_lvgd_97735_168,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8097521939247 50.0995362623351),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97729_solar_1803502,BranchTee_mvgd_1056_lvgd_97729_172,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8019453716936 50.0923980943039),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_99309_solar_1803503,BranchTee_mvgd_1056_lvgd_99309_46,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69674.0,POINT(10.7868792700212 50.1109359080706),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_441037_solar_1803504,BranchTee_mvgd_1056_lvgd_441037_2,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,71070.0,POINT(10.8697906891477 50.1346113234849),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97290_solar_1803505,BranchTee_mvgd_1056_lvgd_97290_32,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,68268.0,POINT(10.7171104120232 50.1194882412966),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98279_solar_1803506,BranchTee_mvgd_1056_lvgd_98279_52,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,68944.0,POINT(10.8041949750203 50.0600120516309),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_440526_solar_1803507,BranchTee_mvgd_1056_lvgd_440526_2,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69379.0,POINT(10.8166472232323 50.0940920874687),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97718_solar_1803508,BranchTee_mvgd_1056_lvgd_97718_36,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68513.0,POINT(10.7829718967935 50.0857862065048),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97724_solar_1803509,BranchTee_mvgd_1056_lvgd_97724_32,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7916224537088 50.1019114615066),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_487647_solar_1803510,Bus_Generator_1803510,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69674.0,POINT(10.7785291451609 50.1132411051828),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_103068_solar_1803511,BranchTee_mvgd_1056_lvgd_103068_52,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,71375.0,POINT(10.7310670083225 50.163457862481),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_103068_solar_1803512,BranchTee_mvgd_1056_lvgd_103068_84,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,71375.0,POINT(10.7303053338794 50.1594165996546),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_440438_solar_1803513,BranchTee_mvgd_1056_lvgd_440438_70,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,68952.0,POINT(10.8132709395366 50.0599476437082),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97239_solar_1803514,BranchTee_mvgd_1056_lvgd_97239_24,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68212.0,POINT(10.8575642056821 50.1158213926815),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_109036_solar_1803515,BranchTee_mvgd_1056_lvgd_109036_44,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,73813.0,POINT(10.8078522528856 50.028514840823),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97730_solar_1803516,BranchTee_mvgd_1056_lvgd_97730_12,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8054688227799 50.0941715952049),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97732_solar_1803517,BranchTee_mvgd_1056_lvgd_97732_168,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8055749843808 50.1004650119917),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98712_solar_1803518,BranchTee_mvgd_1056_lvgd_98712_98,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,69228.0,POINT(10.6887015758872 50.088642505793),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97735_solar_1803519,BranchTee_mvgd_1056_lvgd_97735_58,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8069724704297 50.1004551319515),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102576_solar_1803520,BranchTee_mvgd_1056_lvgd_102576_14,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,71031.0,POINT(10.8535794771934 50.1275404321667),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97733_solar_1803521,BranchTee_mvgd_1056_lvgd_97733_76,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8068433408902 50.092813126112),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98549_solar_1803522,Bus_Generator_1803522,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69121.0,POINT(10.8315791888549 50.0688073033758),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97340_solar_1803523,BranchTee_mvgd_1056_lvgd_97340_12,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68340.0,POINT(10.7654440695607 50.125468272158),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97733_solar_1803524,BranchTee_mvgd_1056_lvgd_97733_134,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8068585299185 50.0937121865403),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_109034_solar_1803525,BranchTee_mvgd_1056_lvgd_109034_20,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,73813.0,POINT(10.8015805478738 50.0290087442656),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_504532_solar_1803526,BranchTee_mvgd_1056_lvgd_504532_8,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69383.0,POINT(10.7531121608142 50.097226884321),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97851_solar_1803527,BranchTee_mvgd_1056_lvgd_97851_62,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68630.0,POINT(10.7555371602333 50.0738325677965),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102579_solar_1803528,BranchTee_mvgd_1056_lvgd_102579_44,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,71031.0,POINT(10.8577662043248 50.1270594516944),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_99309_solar_1803529,BranchTee_mvgd_1056_lvgd_99309_34,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69674.0,POINT(10.7882547951334 50.1095776687413),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97253_solar_1803530,BranchTee_mvgd_1056_lvgd_97253_6,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68230.0,POINT(10.806562306902 50.1175421430405),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_99308_solar_1803531,BranchTee_mvgd_1056_lvgd_99308_20,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69674.0,POINT(10.7819722519545 50.1100704930467),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97734_solar_1803532,BranchTee_mvgd_1056_lvgd_97734_74,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8117948839662 50.0963746547479),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102178_solar_1803533,BranchTee_mvgd_1056_lvgd_102178_36,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,70817.0,POINT(10.8601472773041 50.1427768774107),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102248_solar_1803534,BranchTee_mvgd_1056_lvgd_102248_50,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,70848.0,POINT(10.7357079487682 50.1467938897999),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98952_solar_1803535,BranchTee_mvgd_1056_lvgd_98952_70,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69383.0,POINT(10.7594219043158 50.0985337821001),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97722_solar_1803536,BranchTee_mvgd_1056_lvgd_97722_192,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.793621616346 50.0960529954509),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102249_solar_1803537,BranchTee_mvgd_1056_lvgd_102249_20,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,70848.0,POINT(10.7378271010018 50.1481289297659),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97101_solar_1803538,BranchTee_mvgd_1056_lvgd_97101_18,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,68076.0,POINT(10.7085952336834 50.1109995070676),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98951_solar_1803539,BranchTee_mvgd_1056_lvgd_98951_12,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69383.0,POINT(10.7544740492587 50.0949699784242),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102577_solar_1803540,BranchTee_mvgd_1056_lvgd_102577_44,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,71031.0,POINT(10.8536357828252 50.1306870838397),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_99309_solar_1803541,BranchTee_mvgd_1056_lvgd_99309_14,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69674.0,POINT(10.7861729679629 50.1104911978336),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_99159_solar_1803542,BranchTee_mvgd_1056_lvgd_99159_28,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,69552.0,POINT(10.6896143453829 50.1034730473492),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97255_solar_1803543,BranchTee_mvgd_1056_lvgd_97255_34,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,68232.0,POINT(10.6730523419043 50.1184079543916),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97255_solar_1803544,BranchTee_mvgd_1056_lvgd_97255_62,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,68232.0,POINT(10.6793434844573 50.118370664698),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98550_solar_1803545,BranchTee_mvgd_1056_lvgd_98550_3,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69121.0,POINT(10.8337289135019 50.0719387188257),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102579_solar_1803546,BranchTee_mvgd_1056_lvgd_102579_58,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,71031.0,POINT(10.8598716896142 50.1274931859823),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97101_solar_1803547,BranchTee_mvgd_1056_lvgd_97101_34,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,68076.0,POINT(10.7071907628357 50.1105586467998),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102177_solar_1803548,BranchTee_mvgd_1056_lvgd_102177_44,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,70817.0,POINT(10.8580006718477 50.1400955525623),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102178_solar_1803549,BranchTee_mvgd_1056_lvgd_102178_76,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,70817.0,POINT(10.8615541152592 50.1432158464101),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98279_solar_1803550,BranchTee_mvgd_1056_lvgd_98279_32,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,68944.0,POINT(10.8035119334284 50.0609160459793),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_109037_solar_1803551,BranchTee_mvgd_1056_lvgd_109037_18,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,73813.0,POINT(10.8099909808114 50.0311972074507),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_440438_solar_1803552,BranchTee_mvgd_1056_lvgd_440438_98,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,68952.0,POINT(10.8126262762058 50.063099362278),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97720_solar_1803553,BranchTee_mvgd_1056_lvgd_97720_46,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68513.0,POINT(10.7844796943898 50.0925195911561),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98550_solar_1803554,BranchTee_mvgd_1056_lvgd_98550_3,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69121.0,POINT(10.8337132293901 50.071039656745),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98547_solar_1803555,BranchTee_mvgd_1056_lvgd_98547_3,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,69121.0,POINT(10.8293985481675 50.0638777149071),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102177_solar_1803556,BranchTee_mvgd_1056_lvgd_102177_154,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,70817.0,POINT(10.8552920826736 50.1450612657548),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97828_solar_1803557,BranchTee_mvgd_1056_lvgd_97828_22,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68620.0,POINT(10.7688059380301 50.0737438487894),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102319_solar_1803558,BranchTee_mvgd_1056_lvgd_102319_62,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,70910.0,POINT(10.7077240731753 50.1465212641899),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98280_solar_1803559,BranchTee_mvgd_1056_lvgd_98280_86,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,68944.0,POINT(10.8000361511256 50.0618396750625),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98952_solar_1803560,BranchTee_mvgd_1056_lvgd_98952_16,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69383.0,POINT(10.7587160428622 50.0980888997426),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97734_solar_1803561,BranchTee_mvgd_1056_lvgd_97734_66,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8076103873635 50.0968539500983),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97976_solar_1803562,BranchTee_mvgd_1056_lvgd_97976_46,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68769.0,POINT(10.8562685094656 50.082561762461),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97722_solar_1803563,BranchTee_mvgd_1056_lvgd_97722_106,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7928856184698 50.0938102004393),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98952_solar_1803564,BranchTee_mvgd_1056_lvgd_98952_112,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69383.0,POINT(10.755914076444 50.097657926509),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_504532_solar_1803565,BranchTee_mvgd_1056_lvgd_504532_14,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69383.0,POINT(10.7538179571639 50.0976718015487),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97724_solar_1803566,BranchTee_mvgd_1056_lvgd_97724_42,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7944025560556 50.1009929660113),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97722_solar_1803567,BranchTee_mvgd_1056_lvgd_97722_90,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7949890415446 50.094245138528),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_440493_solar_1803568,BranchTee_mvgd_1056_lvgd_440493_56,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68367.0,POINT(10.8193139583461 50.1273420495545),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_506736_solar_1803569,BranchTee_mvgd_1056_lvgd_506736_16,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,71375.0,POINT(10.7254696238034 50.1634935663254),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_440345_solar_1803570,BranchTee_mvgd_1056_lvgd_440345_2,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68737.0,POINT(10.798301972848 50.0834319759182),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98278_solar_1803571,BranchTee_mvgd_1056_lvgd_98278_162,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68944.0,POINT(10.7952461105377 50.0677178332727),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_502473_solar_1803572,BranchTee_mvgd_1056_lvgd_502473_36,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,71158.0,POINT(10.7229682766297 50.1369846886289),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97720_solar_1803573,BranchTee_mvgd_1056_lvgd_97720_56,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68513.0,POINT(10.785847365255 50.0907118416762),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97731_solar_1803574,BranchTee_mvgd_1056_lvgd_97731_44,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8020510630202 50.0986915182491),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102177_solar_1803575,BranchTee_mvgd_1056_lvgd_102177_152,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,70817.0,POINT(10.8587728484411 50.1441359684178),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_99143_solar_1803576,BranchTee_mvgd_1056_lvgd_99143_12,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69524.0,POINT(10.7301031007301 50.100523569929),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102177_solar_1803577,BranchTee_mvgd_1056_lvgd_102177_94,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,70817.0,POINT(10.8546168623682 50.1464150627986),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97976_solar_1803578,BranchTee_mvgd_1056_lvgd_97976_96,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68769.0,POINT(10.8604674641838 50.0829797365811),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97851_solar_1803579,BranchTee_mvgd_1056_lvgd_97851_60,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68630.0,POINT(10.7548388022591 50.0738371944349),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98277_solar_1803580,BranchTee_mvgd_1056_lvgd_98277_46,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,68944.0,POINT(10.7958246247549 50.0605203991034),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97731_solar_1803581,BranchTee_mvgd_1056_lvgd_97731_252,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8034106811162 50.096434031945),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_440493_solar_1803582,BranchTee_mvgd_1056_lvgd_440493_22,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68367.0,POINT(10.8157721594084 50.1246699470087),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97726_solar_1803583,BranchTee_mvgd_1056_lvgd_97726_80,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8005707262807 50.09375650467),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_504532_solar_1803584,BranchTee_mvgd_1056_lvgd_504532_2,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69383.0,POINT(10.7510160597755 50.0972407078418),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98280_solar_1803585,BranchTee_mvgd_1056_lvgd_98280_104,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,68944.0,POINT(10.7986698334824 50.0636476088367),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102248_solar_1803586,BranchTee_mvgd_1056_lvgd_102248_44,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,70848.0,POINT(10.7343298640306 50.1481514828837),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_109131_solar_1803587,BranchTee_mvgd_1056_lvgd_109131_30,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,73899.0,POINT(10.7653790679435 50.0342032535105),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102249_solar_1803588,BranchTee_mvgd_1056_lvgd_102249_66,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,70848.0,POINT(10.7391911468952 50.1458722382831),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_440493_solar_1803589,BranchTee_mvgd_1056_lvgd_440493_52,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68367.0,POINT(10.8200130937949 50.1273370270722),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_99002_solar_1803590,BranchTee_mvgd_1056_lvgd_99002_38,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,69436.0,POINT(10.6678761413104 50.0982075061863),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97722_solar_1803591,BranchTee_mvgd_1056_lvgd_97722_250,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7942604837293 50.0924518824927),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102577_solar_1803592,BranchTee_mvgd_1056_lvgd_102577_12,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,71031.0,POINT(10.8550341454541 50.1306766138792),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_440438_solar_1803593,BranchTee_mvgd_1056_lvgd_440438_26,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,68952.0,POINT(10.8090668208757 50.0590783910324),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102178_solar_1803594,BranchTee_mvgd_1056_lvgd_102178_16,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,70817.0,POINT(10.8615135069416 50.1409682500003),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98278_solar_1803595,BranchTee_mvgd_1056_lvgd_98278_68,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68944.0,POINT(10.7938421136526 50.0672780339236),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102176_solar_1803596,BranchTee_mvgd_1056_lvgd_102176_42,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,70817.0,POINT(10.8524382575417 50.1419355569155),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102785_solar_1803597,BranchTee_mvgd_1056_lvgd_102785_48,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,71158.0,POINT(10.7285556844004 50.1364995802974),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97976_solar_1803598,BranchTee_mvgd_1056_lvgd_97976_62,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68769.0,POINT(10.8555700325951 50.0825670063536),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_99144_solar_1803599,BranchTee_mvgd_1056_lvgd_99144_20,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69524.0,POINT(10.7357277323454 50.102735318071),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102319_solar_1803600,BranchTee_mvgd_1056_lvgd_102319_54,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,70910.0,POINT(10.7042535025404 50.148341016536),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102177_solar_1803601,BranchTee_mvgd_1056_lvgd_102177_24,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,70817.0,POINT(10.8545201853774 50.1410208271148),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97876_solar_1803602,Bus_Generator_1803602,0.185,solar,PQ,1130085.0,solar,lv,,1056.0,68663.0,POINT(10.6920056198097 50.0755846950077),,POINT(10.7279198006149 50.0960724387193),0.185
Generator_LVGrid_97876_solar_1803603,Bus_Generator_1803603,0.185,solar,PQ,1130085.0,solar,lv,,1056.0,68663.0,POINT(10.6920316607707 50.0773828580285),,POINT(10.7279198006149 50.0960724387193),0.185
Generator_LVGrid_98713_solar_1803604,Bus_Generator_1803604,0.185,solar,PQ,1130085.0,solar,lv,,1056.0,69228.0,POINT(10.6908168184763 50.0899784452927),,POINT(10.7279198006149 50.0960724387193),0.185
