,bus,p_nom,type,control,weather_cell_id,subtype,voltage_level,id,subst_id,la_id,geom,mvlv_subst_id,geom_em,p
Generator_LVGrid_97726_solar_2055990,BranchTee_mvgd_1056_lvgd_97726_102,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7963788512583 50.0937858574761),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_502473_solar_2055991,BranchTee_mvgd_1056_lvgd_502473_18,0.016,solar,PQ,1130085.0,solar,lv,,1056.0,71158.0,POINT(10.7230091655874 50.1396818706717),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_97290_solar_2055992,BranchTee_mvgd_1056_lvgd_97290_54,0.016,solar,PQ,1130085.0,solar,lv,,1056.0,68268.0,POINT(10.7185558535251 50.1226261754428),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_97721_solar_2055993,BranchTee_mvgd_1056_lvgd_97721_46,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68513.0,POINT(10.7898828653673 50.0812426938734),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_102177_solar_2055994,BranchTee_mvgd_1056_lvgd_102177_54,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,70817.0,POINT(10.8580249362547 50.1414441118102),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_97718_solar_2055995,BranchTee_mvgd_1056_lvgd_97718_70,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68513.0,POINT(10.7871334482839 50.0839592158461),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_97719_solar_2055996,BranchTee_mvgd_1056_lvgd_97719_5,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68513.0,POINT(10.7857808062411 50.086666049698),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_97728_solar_2055997,BranchTee_mvgd_1056_lvgd_97728_232,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7964988109879 50.1009783448591),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_506626_solar_2055998,BranchTee_mvgd_1056_lvgd_506626_10,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,70848.0,POINT(10.7405480830676 50.143166000702),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_98951_solar_2055999,BranchTee_mvgd_1056_lvgd_98951_2,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,69383.0,POINT(10.7551869335312 50.0958644213197),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_98713_solar_2056000,BranchTee_mvgd_1056_lvgd_98713_36,0.016,solar,PQ,1130085.0,solar,lv,,1056.0,69228.0,POINT(10.6907973140929 50.088629827984),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_102319_solar_2056001,BranchTee_mvgd_1056_lvgd_102319_38,0.016,solar,PQ,1130085.0,solar,lv,,1056.0,70910.0,POINT(10.7042070241096 50.1451943029982),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_97726_solar_2056002,BranchTee_mvgd_1056_lvgd_97726_40,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7985048539583 50.0955693230128),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_109191_solar_2056003,BranchTee_mvgd_1056_lvgd_109191_6,0.016,solar,PQ,1131084.0,solar,lv,,1056.0,73990.0,POINT(10.7864158116345 50.0403542270655),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_98549_solar_2056004,Bus_Generator_2056004,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,69121.0,POINT(10.8315713676962 50.0683577717693),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_109034_solar_2056005,BranchTee_mvgd_1056_lvgd_109034_50,0.016,solar,PQ,1131084.0,solar,lv,,1056.0,73813.0,POINT(10.8071469788302 50.0280702482296),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_109033_solar_2056006,BranchTee_mvgd_1056_lvgd_109033_6,0.016,solar,PQ,1131084.0,solar,lv,,1056.0,73813.0,POINT(10.8009355142579 50.0321604266538),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_98712_solar_2056007,BranchTee_mvgd_1056_lvgd_98712_10,0.016,solar,PQ,1130085.0,solar,lv,,1056.0,69228.0,POINT(10.6887275031524 50.0904406626314),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_109191_solar_2056008,BranchTee_mvgd_1056_lvgd_109191_28,0.016,solar,PQ,1131084.0,solar,lv,,1056.0,73990.0,POINT(10.7899125658034 50.04077962509),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_502473_solar_2056009,BranchTee_mvgd_1056_lvgd_502473_38,0.016,solar,PQ,1130085.0,solar,lv,,1056.0,71158.0,POINT(10.7243668460359 50.1369758197966),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_103068_solar_2056010,BranchTee_mvgd_1056_lvgd_103068_12,0.016,solar,PQ,1130085.0,solar,lv,,1056.0,71375.0,POINT(10.7310463197974 50.1621092828958),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_97724_solar_2056011,BranchTee_mvgd_1056_lvgd_97724_18,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7909087952222 50.1010172489771),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_102785_solar_2056012,BranchTee_mvgd_1056_lvgd_102785_88,0.016,solar,PQ,1130085.0,solar,lv,,1056.0,71158.0,POINT(10.7285625513841 50.1369491104635),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_97851_solar_2056013,BranchTee_mvgd_1056_lvgd_97851_46,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68630.0,POINT(10.7520807429616 50.0761033421617),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_97905_solar_2056014,BranchTee_mvgd_1056_lvgd_97905_6,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68687.0,POINT(10.8338230336744 50.077333086137),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_102659_solar_2056015,BranchTee_mvgd_1056_lvgd_102659_4,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,71068.0,POINT(10.8438313248854 50.1298608491382),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_109037_solar_2056016,BranchTee_mvgd_1056_lvgd_109037_42,0.016,solar,PQ,1131084.0,solar,lv,,1056.0,73813.0,POINT(10.8100214191208 50.0329953605864),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_504532_solar_2056017,BranchTee_mvgd_1056_lvgd_504532_4,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,69383.0,POINT(10.7517218367677 50.0976856380614),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_97906_solar_2056018,BranchTee_mvgd_1056_lvgd_97906_8,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68687.0,POINT(10.8331638229363 50.0795858431424),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_109035_solar_2056019,BranchTee_mvgd_1056_lvgd_109035_176,0.016,solar,PQ,1131084.0,solar,lv,,1056.0,73813.0,POINT(10.8058121620522 50.0316764394958),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_102250_solar_2056020,BranchTee_mvgd_1056_lvgd_102250_50,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,70848.0,POINT(10.744786454019 50.1458358638201),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_109130_solar_2056021,BranchTee_mvgd_1056_lvgd_109130_18,0.016,solar,PQ,1131084.0,solar,lv,,1056.0,73899.0,POINT(10.7625807878462 50.0337724316595),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_440502_solar_2056022,BranchTee_mvgd_1056_lvgd_440502_2,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,69609.0,POINT(10.8140595288341 50.1062493427989),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_97829_solar_2056023,BranchTee_mvgd_1056_lvgd_97829_28,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68620.0,POINT(10.7723195093624 50.0750688511464),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_440493_solar_2056024,BranchTee_mvgd_1056_lvgd_440493_56,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68367.0,POINT(10.8179079802204 50.1269025568657),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_99002_solar_2056025,BranchTee_mvgd_1056_lvgd_99002_48,0.016,solar,PQ,1130085.0,solar,lv,,1056.0,69436.0,POINT(10.6643762804978 50.0977783732706),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_109191_solar_2056026,BranchTee_mvgd_1056_lvgd_109191_22,0.016,solar,PQ,1131084.0,solar,lv,,1056.0,73990.0,POINT(10.7898754538013 50.038531931113),,POINT(10.7937873405908 50.0544253835283),0.016
Generator_LVGrid_99159_solar_2056027,Bus_Generator_2056027,0.175,solar,PQ,1130085.0,solar,lv,,1056.0,69552.0,POINT(10.6910379644549 50.1052627364148),,POINT(10.7937873405908 50.0544253835283),0.175
Generator_LVGrid_102576_solar_2169820,BranchTee_mvgd_1056_lvgd_102576_16,0.009,solar,PQ,1131085.0,solar,lv,,1056.0,71031.0,POINT(10.8549455244428 50.1257318754476),,POINT(10.792488824752 50.0310797283904),0.009
Generator_LVGrid_97724_solar_2169821,BranchTee_mvgd_1056_lvgd_97724_40,0.009,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7937262226999 50.1023464214424),,POINT(10.792488824752 50.0310797283904),0.009
Generator_LVGrid_102577_solar_2169822,BranchTee_mvgd_1056_lvgd_102577_40,0.009,solar,PQ,1131085.0,solar,lv,,1056.0,71031.0,POINT(10.8557171987635 50.1297723297821),,POINT(10.792488824752 50.0310797283904),0.009
Generator_LVGrid_102249_solar_2169823,BranchTee_mvgd_1056_lvgd_102249_42,0.009,solar,PQ,1131085.0,solar,lv,,1056.0,70848.0,POINT(10.7405620461902 50.1440650575032),,POINT(10.792488824752 50.0310797283904),0.009
Generator_LVGrid_109131_solar_2169824,BranchTee_mvgd_1056_lvgd_109131_38,0.009,solar,PQ,1131084.0,solar,lv,,1056.0,73899.0,POINT(10.766091241604 50.0350976454073),,POINT(10.792488824752 50.0310797283904),0.009
Generator_LVGrid_97976_solar_2169825,BranchTee_mvgd_1056_lvgd_97976_118,0.009,solar,PQ,1131085.0,solar,lv,,1056.0,68769.0,POINT(10.8541650413036 50.0821279533918),,POINT(10.792488824752 50.0310797283904),0.009
Generator_LVGrid_97255_solar_2248761,BranchTee_mvgd_1056_lvgd_97255_42,0.015,solar,PQ,1130085.0,solar,lv,,1056.0,68232.0,POINT(10.6730396618722 50.1175088815611),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_109034_solar_2248762,BranchTee_mvgd_1056_lvgd_109034_6,0.015,solar,PQ,1131084.0,solar,lv,,1056.0,73813.0,POINT(10.8015730182673 50.0285592048749),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_97721_solar_2248763,BranchTee_mvgd_1056_lvgd_97721_40,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,68513.0,POINT(10.7898680017215 50.0803436274703),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_102319_solar_2248764,BranchTee_mvgd_1056_lvgd_102319_54,0.015,solar,PQ,1130085.0,solar,lv,,1056.0,70910.0,POINT(10.706305243527 50.1451813378662),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_97725_solar_2248765,BranchTee_mvgd_1056_lvgd_97725_86,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7963413731084 50.0915382019577),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_98712_solar_2248766,BranchTee_mvgd_1056_lvgd_98712_20,0.015,solar,PQ,1130085.0,solar,lv,,1056.0,69228.0,POINT(10.6866187605479 50.089554223898),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_97719_solar_2248767,BranchTee_mvgd_1056_lvgd_97719_1,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,68513.0,POINT(10.7865163575337 50.0889088958656),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_97290_solar_2248768,BranchTee_mvgd_1056_lvgd_97290_38,0.015,solar,PQ,1130085.0,solar,lv,,1056.0,68268.0,POINT(10.7150065892749 50.1190518705682),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_102248_solar_2248769,BranchTee_mvgd_1056_lvgd_102248_78,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,70848.0,POINT(10.734309093177 50.146802897896),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_109684_solar_2248770,BranchTee_mvgd_1056_lvgd_109684_4,0.015,solar,PQ,1131084.0,solar,lv,,1056.0,74188.0,POINT(10.808869094252 50.0473904686393),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_97724_solar_2248771,BranchTee_mvgd_1056_lvgd_97724_38,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7937038041499 50.1009978311666),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_502473_solar_2248772,BranchTee_mvgd_1056_lvgd_502473_6,0.015,solar,PQ,1130085.0,solar,lv,,1056.0,71158.0,POINT(10.7243531913085 50.1360767588249),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_98713_solar_2248773,BranchTee_mvgd_1056_lvgd_98713_34,0.015,solar,PQ,1130085.0,solar,lv,,1056.0,69228.0,POINT(10.6908103168622 50.0895289062509),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_97723_solar_2248774,BranchTee_mvgd_1056_lvgd_97723_56,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7943651624396 50.0987453145934),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_97221_solar_2248775,BranchTee_mvgd_1056_lvgd_97221_30,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,68198.0,POINT(10.7597151664119 50.1169645869385),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_102242_solar_2248776,BranchTee_mvgd_1056_lvgd_102242_20,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,70835.0,POINT(10.781781457325 50.1410927009665),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_109034_solar_2248777,BranchTee_mvgd_1056_lvgd_109034_28,0.015,solar,PQ,1131084.0,solar,lv,,1056.0,73813.0,POINT(10.8050766081782 50.0294336791025),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_506612_solar_2248778,BranchTee_mvgd_1056_lvgd_506612_2,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,70848.0,POINT(10.7476263975107 50.1485147382727),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_109036_solar_2248779,BranchTee_mvgd_1056_lvgd_109036_96,0.015,solar,PQ,1131084.0,solar,lv,,1056.0,73813.0,POINT(10.8099453287133 50.0284999758811),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_97732_solar_2248780,BranchTee_mvgd_1056_lvgd_97732_248,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8055598162954 50.0995659531845),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_98550_solar_2248781,BusBar_mvgd_1056_lvgd_98550_LV,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,69121.0,POINT(10.8337367558346 50.0723882497736),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_97829_solar_2248782,BranchTee_mvgd_1056_lvgd_97829_30,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,68620.0,POINT(10.7716501711423 50.0768717215101),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_97341_solar_2248783,BranchTee_mvgd_1056_lvgd_97341_26,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,68340.0,POINT(10.763389888048 50.1281794975193),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_97719_solar_2248784,BranchTee_mvgd_1056_lvgd_97719_5,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,68513.0,POINT(10.7879060935873 50.0884497174307),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_109036_solar_2248785,BranchTee_mvgd_1056_lvgd_109036_96,0.015,solar,PQ,1131084.0,solar,lv,,1056.0,73813.0,POINT(10.8106582501462 50.0293940896848),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_97735_solar_2248786,BranchTee_mvgd_1056_lvgd_97735_180,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8090610814898 50.0999907506786),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_97722_solar_2248787,BranchTee_mvgd_1056_lvgd_97722_106,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7943053418092 50.0951490691466),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_97722_solar_2248788,BranchTee_mvgd_1056_lvgd_97722_214,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7950114916302 50.095593731238),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_98712_solar_2248789,BranchTee_mvgd_1056_lvgd_98712_96,0.015,solar,PQ,1130085.0,solar,lv,,1056.0,69228.0,POINT(10.6859008015536 50.0882098100751),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_97290_solar_2248790,BranchTee_mvgd_1056_lvgd_97290_14,0.015,solar,PQ,1130085.0,solar,lv,,1056.0,68268.0,POINT(10.7164181319957 50.1199421664317),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_97723_solar_2248791,BranchTee_mvgd_1056_lvgd_97723_46,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.793673915213 50.0991997099437),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_97101_solar_2248792,BranchTee_mvgd_1056_lvgd_97101_40,0.015,solar,PQ,1130085.0,solar,lv,,1056.0,68076.0,POINT(10.7057929648624 50.1105673044204),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_97731_solar_2248793,BranchTee_mvgd_1056_lvgd_97731_126,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8034333705794 50.0977826218284),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_99143_solar_2248794,BranchTee_mvgd_1056_lvgd_99143_26,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,69524.0,POINT(10.7329326027829 50.1027533151361),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_98548_solar_2248795,BranchTee_mvgd_1056_lvgd_98548_4,0.062,solar,PQ,1131085.0,solar,lv,,1056.0,69121.0,POINT(10.8266912392832 50.0688428604482),,POINT(10.8397078975605 50.1206559106974),0.062
Generator_LVGrid_102249_solar_3889472,BranchTee_mvgd_1056_lvgd_102249_34,0.009,solar,PQ,1131085.0,solar,lv,,1056.0,70848.0,POINT(10.7370651083429 50.1440876941312),,POINT(10.792488824752 50.0310797283904),0.009
Generator_LVGrid_97255_solar_3889473,BranchTee_mvgd_1056_lvgd_97255_34,0.009,solar,PQ,1130085.0,solar,lv,,1056.0,68232.0,POINT(10.6758484063748 50.1183914240242),,POINT(10.792488824752 50.0310797283904),0.009
Generator_LVGrid_97976_solar_3889474,BranchTee_mvgd_1056_lvgd_97976_46,0.009,solar,PQ,1131085.0,solar,lv,,1056.0,68769.0,POINT(10.8576735329561 50.0830007894029),,POINT(10.792488824752 50.0310797283904),0.009
Generator_LVGrid_102177_solar_3889475,BranchTee_mvgd_1056_lvgd_102177_106,0.009,solar,PQ,1131085.0,solar,lv,,1056.0,70817.0,POINT(10.8559834045741 50.1446065031542),,POINT(10.792488824752 50.0310797283904),0.009
Generator_LVGrid_102937_solar_3889476,BranchTee_mvgd_1056_lvgd_102937_14,0.009,solar,PQ,1130085.0,solar,lv,,1056.0,71210.0,POINT(10.69307531287 50.1493085796325),,POINT(10.792488824752 50.0310797283904),0.009
Generator_LVGrid_102250_solar_3889477,BranchTee_mvgd_1056_lvgd_102250_2,0.009,solar,PQ,1131085.0,solar,lv,,1056.0,70848.0,POINT(10.7413103556571 50.1472072138808),,POINT(10.792488824752 50.0310797283904),0.009
Generator_LVGrid_99159_solar_3889478,BranchTee_mvgd_1056_lvgd_99159_18,0.009,solar,PQ,1130085.0,solar,lv,,1056.0,69552.0,POINT(10.6910249509668 50.1043636624161),,POINT(10.792488824752 50.0310797283904),0.009
Generator_LVGrid_97732_solar_3889479,BranchTee_mvgd_1056_lvgd_97732_162,0.009,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8020661646251 50.0995905778343),,POINT(10.792488824752 50.0310797283904),0.009
Generator_LVGrid_97239_solar_3889480,BranchTee_mvgd_1056_lvgd_97239_18,0.009,solar,PQ,1131085.0,solar,lv,,1056.0,68212.0,POINT(10.8554673151056 50.1158371369726),,POINT(10.792488824752 50.0310797283904),0.009
Generator_LVGrid_97290_solar_3889481,BranchTee_mvgd_1056_lvgd_97290_34,0.009,solar,PQ,1130085.0,solar,lv,,1056.0,68268.0,POINT(10.7234357424855 50.1216961852975),,POINT(10.792488824752 50.0310797283904),0.009
Generator_LVGrid_102175_solar_3889482,BranchTee_mvgd_1056_lvgd_102175_3,0.009,solar,PQ,1131085.0,solar,lv,,1056.0,70817.0,POINT(10.8524141507451 50.1405869964854),,POINT(10.792488824752 50.0310797283904),0.009
Generator_LVGrid_97290_solar_3889483,BranchTee_mvgd_1056_lvgd_97290_30,0.009,solar,PQ,1130085.0,solar,lv,,1056.0,68268.0,POINT(10.7178500156988 50.1221810433726),,POINT(10.792488824752 50.0310797283904),0.009
Generator_LVGrid_98279_solar_3889484,BranchTee_mvgd_1056_lvgd_98279_52,0.009,solar,PQ,1131084.0,solar,lv,,1056.0,68944.0,POINT(10.8021005184931 50.060026812354),,POINT(10.792488824752 50.0310797283904),0.009
Generator_LVGrid_97727_solar_3889485,BranchTee_mvgd_1056_lvgd_97727_14,0.009,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7992637163284 50.0991606705233),,POINT(10.792488824752 50.0310797283904),0.009
Generator_LVGrid_97734_solar_3889486,BranchTee_mvgd_1056_lvgd_97734_90,0.009,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8069192931838 50.0973084258054),,POINT(10.792488824752 50.0310797283904),0.009
Generator_LVGrid_97101_solar_3963242,BranchTee_mvgd_1056_lvgd_97101_18,0.015,solar,PQ,1130085.0,solar,lv,,1056.0,68076.0,POINT(10.7058062590509 50.1114663747691),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_99143_solar_3963243,BranchTee_mvgd_1056_lvgd_99143_24,0.015,solar,PQ,1130085.0,solar,lv,,1056.0,69524.0,POINT(10.7294112176563 50.1009775760492),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_102659_solar_3963244,BranchTee_mvgd_1056_lvgd_102659_52,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,71068.0,POINT(10.8438392767068 50.1303103714736),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_99144_solar_3963245,BranchTee_mvgd_1056_lvgd_99144_22,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,69524.0,POINT(10.7364126473196 50.1018317396517),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_103093_solar_3963246,BranchTee_mvgd_1056_lvgd_103093_16,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,71434.0,POINT(10.7471453495014 50.1624546346719),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_97732_solar_3963247,BranchTee_mvgd_1056_lvgd_97732_124,0.015,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8027800106935 50.1004847207003),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_109034_solar_3963248,BranchTee_mvgd_1056_lvgd_109034_106,0.015,solar,PQ,1131084.0,solar,lv,,1056.0,73813.0,POINT(10.8064568683384 50.0285247294163),,POINT(10.8397078975605 50.1206559106974),0.015
Generator_LVGrid_99159_solar_3963249,BranchTee_mvgd_1056_lvgd_99159_40,0.015,solar,PQ,1130085.0,solar,lv,,1056.0,69552.0,POINT(10.6910509785558 50.1061618101701),,POINT(10.8397078975605 50.1206559106974),0.015
